ID_Seller;Flujo_Caja
10012521;2154901
10378104;2154762
10296422;2153606
10149049;2152868
2701;2151921
10163107;2151585
10282290;2149233
10216983;2144093
10189675;2141449
10247383;2141134
10278766;2140780
10179812;2139913
10387038;2138932
10080211;2138808
10033558;2138570
10319207;2134737
10411604;2134028
10242736;2132552
10325533;2128945
10408680;2128897
10331826;2128233
10341448;2126882
10065143;2124042
10206288;2122104
10361648;2121560
10305597;2120765
72897;2120710
10419720;2120177
10218723;2118695
10204770;2118442
10327118;2114994
10025348;2113863
10306581;2111781
10354428;2111272
10224569;2109304
10134436;2109287
10366192;2105401
10142970;2101884
10182749;2097837
6938;2097293
10059728;2097266
2780;2097168
10373101;2096804
10247949;2095203
10301285;2092969
10380879;2092792
10197093;2091933
10146587;2090569
10249748;2089184
10173291;2079967
10289439;2079837
10353162;2078340
10387480;2078286
10240623;2078204
10386289;2077093
10260684;2076642
10357850;2075906
10301644;2071052
10419278;2069448
10269984;2069023
10259770;2065862
10308180;2065364
10063053;2064464
10355580;2063593
10282277;2062522
10297186;2061371
10404743;2061279
10136064;2056782
10369731;2054671
10098028;2053981
10254049;2053295
10356191;2051608
10290337;2051434
10281313;2048830
34467;2046495
10371340;2043005
10003333;2042560
10295403;2040194
10129351;2039747
10215797;2039639
10225508;2039223
10078242;2038820
10308595;2033144
10291942;2032890
10350376;2032333
10354135;2032300
10212468;2031608
10291361;2030980
10364415;2028318
10304017;2022531
10193921;2021762
10028682;2020790
10293840;2020640
10357522;2019029
10273054;2016779
10093495;2012337
10239917;2008842
10227938;2007416
10052915;2006053
10331569;2005283
10128953;2003545
10163763;2001668
10253652;1999717
10309451;1999705
10079588;1999609
10189414;1998628
10389982;1997259
10302141;1996088
10381044;1994930
73233;1994138
69222;1992634
10108391;1991916
10284610;1990690
29722;1989582
10340658;1989556
10216919;1983199
10385684;1981682
10371176;1981417
10373908;1981076
10214626;1979455
10300465;1979362
10334465;1976871
10347593;1974882
10349844;1973654
10250629;1969562
10356393;1969148
10397461;1968526
10286385;1966598
10056619;1965774
10302299;1964795
10209045;1964163
10116794;1961760
10081204;1960799
10308201;1960427
10358656;1957191
10313610;1956725
10309760;1956238
10297416;1955455
10152921;1955274
105768;1954736
10181621;1954602
10160864;1954219
10304284;1953917
10129378;1952904
10085843;1952485
10352344;1952345
10017447;1951425
10081370;1951415
10006004;1948924
10445943;1947764
10363703;1947511
10373208;1946912
10322116;1945615
10251474;1944440
10354735;1944025
10141403;1942600
10427359;1937334
10298236;1935549
10344027;1934658
10077472;1934289
10361777;1934008
10366026;1933823
10157322;1933439
10334818;1932400
10359862;1931431
10324949;1930698
10297363;1929181
10247219;1929109
10088705;1928378
10367388;1927836
10377247;1927475
10248021;1927471
10154976;1927118
143972;1926552
10340768;1926246
10275163;1926070
10293274;1924767
10201363;1924041
10254957;1923916
25056;1919980
10436553;1917421
10091277;1916003
10370375;1913013
10377272;1912672
10036646;1911273
10362374;1910786
10329186;1909279
10346781;1907821
10338196;1905093
10361759;1904739
10308825;1904052
10218156;1902210
10385755;1902029
10355399;1899979
10301184;1899136
10227511;1896008
10383736;1895705
10255895;1894043
10234329;1892079
10355303;1890301
10358577;1888532
10240293;1888208
10313708;1886790
10314327;1886413
10134403;1885183
10385167;1878307
10181645;1876864
10305733;1875505
10223346;1875192
10156822;1871313
10063015;1865301
10072541;1864890
10044007;1863933
10291715;1863760
10115470;1863724
10302749;1862449
10354174;1862317
10362953;1858995
10318373;1858546
10190941;1856987
10224058;1856517
10160068;1853534
10016492;1853081
10180461;1846082
10009988;1846003
10178338;1845770
10366962;1843610
10298478;1841931
10349374;1840849
10220513;1839921
8585;1839881
10239578;1839334
10237248;1838302
20043;1834839
120896;1833321
10370317;1831928
10062085;1831836
10267840;1831349
10340655;1830245
10280178;1825969
124359;1824713
10419376;1824238
10318117;1823374
10366224;1823323
10252085;1820613
10302565;1817511
10362358;1815793
10342244;1815607
10061925;1814909
10350464;1814129
10190323;1811829
10274335;1810668
8292;1807543
10307596;1804274
10361931;1802932
10360292;1801793
10283215;1801566
10391976;1800896
49337;1800334
10353198;1800202
10016657;1798810
10144222;1798651
10301965;1797783
10116896;1797235
10008530;1795905
10180560;1794610
10251583;1793663
10035611;1793262
10366984;1793034
10308677;1790482
10052047;1790054
2664;1788731
10292084;1788214
10372778;1788197
10370094;1787810
10188580;1787440
10285455;1784454
10463904;1783279
10058516;1782677
10264701;1781031
10126969;1780944
10236026;1780702
10442017;1780191
10287702;1777656
10349225;1777130
8412;1775606
10256723;1775141
10140492;1772590
10090604;1772351
10340619;1771424
10362772;1770596
10204356;1770333
10083774;1769770
10238061;1767245
10372362;1766653
10305055;1766606
10334237;1765522
10257957;1765343
10379761;1763658
10292260;1758700
10084659;1755962
10174900;1754585
10368415;1753319
10311046;1752933
10300914;1751419
10256459;1750983
45283;1750300
10209490;1749724
10136721;1749581
10194397;1748289
10311801;1747482
10065100;1747473
10352993;1747458
10182790;1746945
10273748;1745216
10485994;1744995
10088056;1743493
10296445;1743396
10118381;1743246
10237591;1742991
10282513;1742190
10443660;1741105
10202471;1740930
10097099;1740136
10256323;1739075
10295202;1738954
10176233;1737510
10212336;1737492
10388837;1736075
10346639;1735677
10363390;1734927
10344625;1732054
10331310;1731347
10447421;1731158
10380934;1731018
46368;1730392
10298159;1729345
10037933;1725478
10350974;1725432
10388192;1725022
10258412;1722032
10367975;1722012
10418677;1721604
10327829;1720140
10203939;1719370
10405749;1717361
10288972;1715411
10306264;1713833
10140081;1713789
10314481;1712204
10252632;1708532
10329603;1707902
10095604;1707390
10166509;1707152
71379;1706950
10302892;1706647
10385179;1705704
10308526;1705610
10175883;1704907
10123197;1703818
10275373;1702740
10080815;1701175
10187430;1699947
10175298;1697458
10315541;1695956
10286193;1695205
10250926;1695175
10372963;1694512
10111933;1689439
10289974;1686790
24565;1686423
10405735;1684830
10089633;1682575
10033003;1682288
10298261;1681349
10311016;1680693
10416125;1680345
10259934;1680073
10277224;1679891
10281575;1677443
10249008;1674287
10254943;1673939
10328362;1673793
25073;1673356
10108783;1672985
10271634;1672036
10040614;1671803
10092014;1671533
10223841;1670058
10310093;1669426
10314591;1668384
10090977;1667722
10410918;1665199
10281111;1663933
10120522;1663865
10353015;1663625
10240277;1663189
10393233;1661190
10148655;1659839
10066192;1658553
10248556;1658220
10059233;1657188
10352607;1656901
10184454;1656379
10340630;1655121
10121535;1653609
10013935;1653097
10244807;1652675
10298891;1651962
61135;1649147
10171850;1648257
10156539;1647808
10302779;1647120
10147161;1645252
10327363;1645156
10254357;1643656
10294698;1643296
10219421;1641580
10304948;1640292
10329012;1639354
10090987;1636096
10290846;1635869
10368354;1634654
10326249;1632784
10291353;1629716
10315043;1629540
10356555;1629030
10360031;1628336
10367699;1628245
10012476;1627009
10479465;1626978
10021024;1626135
10337243;1626108
4584;1625732
10309181;1625042
10185208;1624783
10462879;1623949
10304602;1623667
10392358;1623473
10228249;1620400
10020195;1617884
10309132;1617736
10306797;1616845
10370937;1616634
10244170;1615267
10341391;1613916
10364758;1611984
10084089;1611815
10055616;1608371
10347946;1607317
10232357;1603929
10178180;1603425
10297564;1600990
10348543;1600552
10249016;1600025
10274961;1600017
10392959;1599853
10393030;1599521
10286928;1597922
10265932;1596246
10270684;1595953
10356368;1594380
10186334;1594271
10135755;1593236
10276799;1591041
10186986;1587942
10346076;1587387
10299153;1587216
10376157;1586646
10310387;1586639
10305190;1585967
10299707;1585221
10306259;1584880
10226525;1584828
10308237;1584717
20402;1584268
10379647;1581503
10335933;1579794
10082223;1579023
10272714;1576871
10299873;1575450
10235457;1574815
10050534;1574704
10281165;1573200
10303479;1572530
10358455;1570588
10337682;1570461
10444408;1568075
10284483;1567517
10041334;1567191
10350693;1564674
10236703;1564517
10228596;1563677
10362903;1561887
10403958;1561867
10173229;1561639
131433;1560022
10359224;1559171
10295273;1558440
10150706;1558139
10405799;1557415
10326450;1557317
10290206;1554306
10209442;1552719
10290891;1551940
10417173;1551729
10281236;1550881
10250213;1549909
10324476;1549435
10363896;1547016
10297594;1544579
10396911;1543179
10381590;1540880
10208836;1540243
10275662;1540187
10367273;1539354
10199254;1539300
10295917;1538929
10117297;1538623
10171030;1538565
10383902;1538047
10382764;1537672
10292257;1537184
10361422;1535264
10028805;1532947
10004114;1532616
10187563;1531458
10126247;1531347
10302871;1531218
112388;1530463
10081759;1530175
10219063;1530121
10221674;1528867
10300898;1528013
10158321;1526453
10020748;1525270
10312459;1523328
10372564;1522449
10332268;1522260
118211;1521895
10396726;1520542
10299750;1519698
10331275;1519290
10036105;1519051
10089871;1518804
10265925;1518262
10233603;1518107
10022069;1517663
139048;1517149
10141743;1517062
10440058;1516439
10274651;1515658
10033428;1515327
84228;1512489
10282540;1511833
10130552;1510730
10246160;1510523
10217060;1510039
132167;1509806
10339813;1507433
10312583;1507166
134943;1504949
112627;1503607
10130483;1503319
10400511;1502769
10355592;1502505
10298247;1502325
10308631;1502109
10415931;1501850
10306917;1501809
10358159;1501506
10201601;1501492
10198744;1501312
135518;1501307
10371848;1500047
10017420;1499127
10165076;1498938
10238677;1497979
10291906;1497680
10372053;1496794
10130177;1496539
10350482;1495992
10349804;1494412
10346292;1494059
10011586;1492731
10381848;1492350
10181975;1491556
10045398;1491337
25127;1489280
10313511;1488254
10306051;1484795
10144571;1484048
10296466;1482585
10352787;1482200
10447624;1481393
10307115;1481265
10280908;1481232
10365209;1480939
10155616;1480331
10365380;1480014
10415602;1479881
10241237;1479602
10291620;1479402
10315020;1478516
10474117;1478086
10029251;1477510
10384517;1477250
10410145;1474430
10367110;1473885
10165855;1473695
10343403;1473456
10365103;1473311
10370890;1470810
10350914;1470601
10385932;1470395
10091920;1470168
10174551;1468802
10367053;1468142
10138304;1466595
10422221;1466148
10329877;1466000
10096548;1465987
10079627;1464693
10245363;1464690
10195583;1462772
60136;1461154
12406;1460699
10010521;1459714
10277481;1459175
10253544;1458752
10008050;1458387
10356015;1458025
10363468;1457771
10135089;1457561
10282362;1457267
10393199;1454652
10303834;1453912
10288872;1452892
10398859;1452322
10377805;1452264
10279842;1451928
10297489;1451264
10177116;1451198
10260519;1449848
10325443;1449784
10291559;1449658
10244060;1449378
10204013;1448343
10323875;1447468
10363807;1446667
10202067;1445879
10351610;1445376
10226307;1445192
10348381;1443230
10272495;1443060
10381116;1442280
10295798;1440518
10189552;1440437
90634;1439796
10345216;1439593
10354870;1435058
10239624;1434697
10341495;1430404
10472905;1429524
10409896;1429389
10092122;1428833
10238533;1428478
26228;1427664
10373114;1426664
10399389;1425001
10219506;1424865
10079868;1424573
5725;1422175
10017314;1422155
10343022;1421536
10371788;1421530
10285045;1420923
10228297;1420823
10327065;1420415
10179849;1419748
96996;1417347
10135291;1416750
10112741;1414409
10275956;1414268
10279945;1414115
10302862;1413229
10248287;1413177
10366096;1413169
10388413;1411976
10218183;1411624
10149045;1411251
10315615;1408351
10269426;1408232
10223839;1407023
10348526;1406968
10294564;1405227
10173539;1403460
10124331;1402949
10128841;1402853
10423454;1399054
116540;1398875
10412882;1397982
10273527;1397145
10352112;1395885
10296960;1395411
10307693;1394367
10370577;1394311
10299233;1393852
10143061;1393509
10367940;1392161
119122;1391239
10259462;1391002
10415604;1390933
10368581;1390870
10307247;1390852
10216832;1390605
10099351;1390277
10466419;1384729
10398016;1384247
10364296;1383173
10218274;1382984
10388079;1382799
10247665;1381919
46666;1380974
10188914;1380961
10285420;1380862
10200520;1379133
2720;1378669
10411105;1378468
10161640;1378166
10373527;1377600
10134636;1377452
10153237;1377250
10247989;1377152
10198083;1376948
10362474;1374019
10297933;1372762
10334488;1372748
10140415;1372722
83289;1372297
100766;1371169
10399323;1371106
10296441;1370477
95114;1370462
10001621;1368676
10248266;1368186
10293632;1367996
10047422;1366961
10357991;1366326
10307044;1366091
10394374;1364849
37050;1364197
10272814;1363921
10252843;1363567
10274129;1362842
10273375;1362721
147892;1362690
10276593;1361987
10444213;1359854
10274798;1359624
10383177;1359426
10221457;1359128
33086;1358866
10280018;1358345
10013563;1357953
10314108;1356548
10346096;1356511
10350072;1356132
10350829;1355942
10232032;1355754
10297355;1355618
10353516;1354575
10359286;1353948
10442579;1353359
10363301;1352732
10106795;1352716
10218407;1352656
10330214;1350749
10369832;1350023
10365393;1349876
10368337;1348823
10295342;1348658
10278990;1348308
10306634;1347933
10294762;1346919
10144136;1346442
10359058;1346081
10240577;1345848
10050910;1345633
10260558;1344942
107357;1344625
10210456;1344517
10284941;1344468
10006554;1343668
10299762;1343659
10313053;1343622
10297882;1343597
10348339;1343367
10302785;1342937
10383105;1342488
10398413;1342417
10101457;1339633
10091373;1339420
10181511;1339319
10263999;1338453
10204641;1337630
10074764;1336914
10300958;1335201
10183645;1335118
10309709;1334695
10241368;1332686
10352376;1332463
10313638;1332301
10158676;1332189
10295606;1331332
10466944;1330529
10368913;1330377
10304764;1330265
10386027;1329531
10174150;1329217
